"X","Title","Company","Location","Date","Scrape.Date","Summary","Salary","Url"
"916",915,"Real Time Analyst, CS Workforce Management","Netflix","Amsterdam","Meer dan 30 dagen geleden","2021-03-05","Research contact volume anomalies and delve into the ‘why’ behind the data.
Proactively distill and analyze data, charts, and graphs into actionable insights &…","","https://nl.indeed.com/rc/clk?jk=bed109b450a70485&fccid=66403b30a2c0d89c&vjs=3"
"917",916,"Data Analyst","Digital Source","Amsterdam Zuid","Meer dan 30 dagen geleden","2021-03-05","You are able to explain clearly the data and visualize it.
Ensure that decisions are consistent with the data insights you are providing.","","https://nl.indeed.com/rc/clk?jk=f8dc3a3ec13a5176&fccid=2104fdbe5b6aad48&vjs=3"
"918",917,"Business intelligence Intern","Irdeto","Hoofddorp","Meer dan 30 dagen geleden","2021-03-05","Interact with external analysts to gather data and with internal business stakeholders to present findings.
Work with our Business Intelligence team to automate…","","https://nl.indeed.com/rc/clk?jk=aeda367e0a578f41&fccid=46c644705d3bbe7a&vjs=3"
"919",918,"Marketing Data Analyst","CarNext.com","Amsterdam","Meer dan 30 dagen geleden","2021-03-05","4+ years of experience as data analyst, which required good stakeholder management and communication skills.
Fixing the data issues and communications around it…","","https://nl.indeed.com/rc/clk?jk=bcb42673de5d1bb0&fccid=c8d7276052b7d9e9&vjs=3"
"920",919,"Data analist | Zwolle","Teleperformance Benelux","Zwolle","13 dagen geleden","2021-03-05","Spotter, opgraver én duider van data-pareltjes.
Omdat je gelooft in de voorspellende kracht van data en dat geloof uitstraalt.
Liefst met een gouden randje.","","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CnUmFDJx9Oif53EHg4peBlrsbvJFgQ4TDd1rAdS1A9_LKioEsQjmuA348M7TUgEo3ikT7oY_eWjwrLNqLMEoZ0v_GbF4MQTT_F3w00BQ27RlozKR4emVcG4RvjH1bukq3CnAQDDKkP99gN8diCCwh45Z219xwc18c-wYt60jdhbMQx5yzkDYWt2mgOg7BPESl1k7h5xDc03wIijcXaioXcoY9RV90xTCPQhhM1HYWn8i8HU7mzWALoXkne9lOe2oV3hHBbB_UiKxzIv1qEZ-FEom1Lou-84HXH9EJfEWHybCyF1KJa8NkmZsIkSCSrSB_rFOuwAvJv3I0Ov0NJma3arhVWwDAvk-_hyz8N-YARUSK3qc_Q_rfiFDcLAN9YY9NwRMy6YUfUDLWDFP6KXW-odwaG5a-r-V3lpiwivQz5OEz0Q4cFIvNHftIb7TuNEzb3Z_2zv3HqjJH6kK7fn800NRRj-BBurT3KyVk6Nofp49mCFiZe_ueN0SN0DVufjzgxNobIqbdIoVxHavQfxL_BZOCNdGAi6j50fw0EtZBvlMHZkTNSBkFhrfUwOsGgIZYAMXhkriS9uLzk_mb0vvpwk9-EOM5pCQn13XDNBgsHYTBXQ4vf-czDysGp4sj71tA9P6EAdFCMevOwQGDGumZEHcTyQ3xIkMcm-SBOVcyU3jAUTh5I4EysrBtx6FxI0_E8p7S7uUMiWH6LvTxBffsixfSmIjieDe6chVP_RVRAuQ==&p=11&fvj=0&vjs=3"
"921",920,"Dedicated Program - Algemene sollicitatie IT Traineeship","Young Colfield","Amsterdam-Zuidoost","Meer dan 30 dagen geleden","2021-03-05","Hierbij kun je denken aanbijvoorbeeld business analyse, software development, data science en requirement engineering.
Hoe ziet dat er dan uit?","","https://nl.indeed.com/rc/clk?jk=9e0a3e2f620b94b6&fccid=5b4c384c438ce79d&vjs=3"
"922",921,"IT Business Regisseur Amsterdam","Feenstra B.V.","Amsterdam","3 dagen geleden","2021-03-05","Als Business IT Regissseur ben je zowel data analist, business controller maar ook zeker marktonderzoeker.
Met meer dan 1.400 medewerkers beheert, verzorgt en…","€4.000 - €4.500 per maand","https://nl.indeed.com/rc/clk?jk=e4577c3c27e60e5b&fccid=a927dfc6b949f0f7&vjs=3"
"923",922,"Security Analyst","Flexport","Amsterdam","22 dagen geleden","2021-03-05","We aim to do this by building the Operating System for Global trade - a strategic model combining advanced technology and data analytics, logistics…","","https://nl.indeed.com/rc/clk?jk=787ea7f2a9e2bbe0&fccid=ed6e804e3c0d17bc&vjs=3"
"924",923,"Data Engineer","Beerwulf","Amsterdam","24 dagen geleden","2021-03-05","Knowledgeable about data modeling, data access, and data storage techniques.
Solving issues with data and data pipelines, prioritizing based on customer impact.","","https://nl.indeed.com/rc/clk?jk=5a92341f4236fbd5&fccid=6f4fcaf89f96024b&vjs=3"
"925",924,"Procurement - Process Analyst & System Specialist","ASML","Veldhoven","21 dagen geleden","2021-03-05","Herby you can think of increasing efficiency through automation, improving master data quality and increasing usability of procurement tools.","","https://nl.indeed.com/rc/clk?jk=00626286bde052d8&fccid=57ed5f0210b0681a&vjs=3"
"926",925,"Biochemisch analist met logistieke taken","Science at Work","Utrecht","22 dagen geleden","2021-03-05","Arbeidsvoorwaarden Biochemisch analist met logistieke taken.
Wie zoeken wij voor Biochemisch analist met logistieke taken?","€2.500 - €3.200 per maand","https://nl.indeed.com/rc/clk?jk=9c6c0c3954ef79c3&fccid=4035b7d57eb3da82&vjs=3"
"927",926,"Functioneel Beheerder – Dynamics 365","Verder","Vleuten","3 dagen geleden","2021-03-05","Je hebt ervaring met het verwerken van masterdata in verschillende systemen, waarbij ervaring met data migratie een pre is;
Wat jij mee neemt naar Verder?","","https://nl.indeed.com/rc/clk?jk=c27b4ea73a9cc392&fccid=78416bc4f5c4b503&vjs=3"
"928",927,"Product Owner","ChimpWorks","Eindhoven","Meer dan 30 dagen geleden","2021-03-05","You’ll work with a cross-functional team of developers, designers, analysts, and artists.
We continue to raise the bar through a data-driven, player-centric,…","","https://nl.indeed.com/rc/clk?jk=876e0dbeb45ff650&fccid=7e3c3139d0cf26ed&vjs=3"
"929",928,"Finance Analyst Global Functions Controlling","coty","Amsterdam","10 dagen geleden","2021-03-05","Aggregate various sources of data while maintaining data integrity and accuracy.
Excellent excel modelling skills with high attention to details and ability to…","","https://nl.indeed.com/rc/clk?jk=2608fc348a5f42d2&fccid=7ad46606e93080a6&vjs=3"
"930",929,"Pricing & Promotional Data Analyst","Grolsch","Enschede","17 dagen geleden","2021-03-05","Hoe? Door het omzetten van commerciële data naar inzichten die het verschil maken in deze strategie.
Met jouw afgeronde masteropleiding durf jij stakeholders op…","","https://nl.indeed.com/rc/clk?jk=bddb2f7fbd85d603&fccid=27da4cde58c4a2bc&vjs=3"
"931",930,"Data Engineer Informatica/Oracle","NN Insurance Belgium","Den Haag","Meer dan 30 dagen geleden","2021-03-05","Je focus ligt op het efficiënt en betrouwbaar verwerken van alle data waarbij rekening gehouden wordt met zaken als data kwaliteit, performance en architectuur…","","https://nl.indeed.com/rc/clk?jk=3c2440349f369272&fccid=24ec997c502b2e1a&vjs=3"
"932",931,"CRO & Web Analist","ManpowerGroup","Diemen","22 dagen geleden","2021-03-05","Analyseren van data uit verschillende bronnen;
Je neemt besluiten op basis van data die business intelligence in samenwerking met jou aanlevert.","","https://nl.indeed.com/rc/clk?jk=59b561c7aa9821c1&fccid=cd6cfac4cba99675&vjs=3"
"933",932,"Technisch CRO specialist E-Commerce - 38 uur","Suitable Kantoor","Rosmalen","Meer dan 30 dagen geleden","2021-03-05","Een passie hebt voor data, technologie en UX/UI design.
Het initiëren en uitvoeren van A/B-testen op basis van hypotheses, gebaseerd op data en kennis van de…","","https://nl.indeed.com/rc/clk?jk=2ba99bbff0276e80&fccid=9fdebb2d7fcf6f3f&vjs=3"
"934",933,"Data analist | Zwolle","Teleperformance Benelux","Zwolle","13 dagen geleden","2021-03-05","Spotter, opgraver én duider van data-pareltjes.
Omdat je gelooft in de voorspellende kracht van data en dat geloof uitstraalt.
Liefst met een gouden randje.","","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CnUmFDJx9Oif53EHg4peBlrsbvJFgQ4TDd1rAdS1A9_LKioEsQjmuA348M7TUgEo3ikT7oY_eWjwrLNqLMEoZ0v_GbF4MQTT_F3w00BQ27RlozKR4emVcG4RvjH1bukq3CnAQDDKkP99gN8diCCwh45Z219xwc18c-wYt60jdhbMQx5yzkDYWt_d2FLlQMKRNKXqqBAks9qExQVp6QQZaB9Wsq0aZPEe1B3uAX2fS_u_m4q0wV7DrmicP9cN0AAA9IxYXPtHDL3ReKkaRkU3Bve-cngkv9rDSri0FqFEa7EKqutukhe4KymTHApZWXd99L_GD9MacI0TAkAmufDY6B7Ml4HOe_nVhK7ozPacJia_rsrKCrQAwtfuxtinq6MPJtc6eS1IRTOoWeoVHbyEmyhgBW7DF4Z3egBH4NDdhH4Klg-dRQ8Kt2DXIYmmIUOP4ByhyueegnVtZsMgXx0V1SBx6YPmvk4syGs-mOhVbDVqH-utacjCJhXTb7rxK8BgR1CEHI5YV_oUHmY0rEnEu8UZljEZzoj-JM1ZJfxBnespOKmPo6zv3kA6SiKLOi3e1JHGqSvlLFs7Dp4epd1WEHHo4heUduKq7wt0uj1scoLeLbu3z6l9MLSJpnsIiVxPpzSSx5C-VhqyNqMHxc8X0C2-OMWGbGttvpK_-R1C9ur_79NynvJ_b1KnkoAsKZqs49M6nWDBYJKfTfSPh65id2F7xgYdLI3pBKyWgBfAeVGQ==&p=10&fvj=0&vjs=3"
"935",934,"Senior Strategic Pricing Analyst","Cargill","Schiphol","2 dagen geleden","2021-03-05","Generate hypotheses for profit improvement opportunities, validate with data and analyses, and suggest deployment projects.
Ability to travel up to 30%.","","https://nl.indeed.com/rc/clk?jk=8d7412fb54a13c2c&fccid=d7d9a8241ba2f3ec&vjs=3"
"936",935,"Business Operations Analyst - Attractions","Booking.com","Amsterdam","Vandaag","2021-03-05","Types of analysis could be (but not limited to) financial & operational internal data analysis; Collaboration with data science and research teams.","","https://nl.indeed.com/rc/clk?jk=abec0b02af656af2&fccid=62ee2fabbf8c93c5&vjs=3"
"937",936,"Consultant","KANTAR","Amsterdam","Meer dan 30 dagen geleden","2021-03-05","Kantar is the world’s leading data, insights and consulting company.
Synthesizes and interprets (qualitative and quantitative) data to inform strategic…","","https://nl.indeed.com/rc/clk?jk=7132a1f452459664&fccid=fc0eeff012676923&vjs=3"
"938",937,"Credit Risk Data Analyst","Rabobank","Utrecht","Meer dan 30 dagen geleden","2021-03-05","Randolph, Credit Risk Data Analyst “As a credit risk data analyst we make sure that we really understand the needs of our stakeholders before we dive into,…","","https://nl.indeed.com/rc/clk?jk=42bceae96474d1e8&fccid=db0b8cca1616eafb&vjs=3"
"939",938,"Busines Analist","Quest4","Groningen","2 dagen geleden","2021-03-05","Projectmanagers onderzoeken wat de mogelijkheden van big data zijn.
Als ervaren business analist begrijp je klant- en gebruikerswensen en ben je in staat een…","","https://nl.indeed.com/rc/clk?jk=a41163fa17b6b034&fccid=a3a86677309d7b0d&vjs=3"
"940",939,"Traineeship Data & Risk","Joust","Randstad","Meer dan 30 dagen geleden","2021-03-05","Dit zorgt voor een versnelde ontwikkeling en directe inzetbaarheid van jou als professional in functies op het data en risk gebied.","","https://nl.indeed.com/rc/clk?jk=185d8ae25ed75c58&fccid=53d29e1b974742b3&vjs=3"
"941",940,"Senior Data Scientist","Tiqets","Amsterdam","Meer dan 30 dagen geleden","2021-03-05","The Data Team is responsible for supporting the data needs of a large number of teams at Tiqets by helping them become more data-driven in the way they operate.","","https://nl.indeed.com/rc/clk?jk=6548b8ba1d77b188&fccid=91a9123df086a3a9&vjs=3"
"942",941,"Power BI Consultant","Capgemini","Utrecht","11 dagen geleden","2021-03-05","Je hebt kennis van data visualisatie, data analyse en data modellering;
Je weet alles van data integratie, data warehousing en reporting;
Wat je nog meer doet:","","https://nl.indeed.com/rc/clk?jk=a53ebd6d8401440c&fccid=105ecfd0283f415f&vjs=3"
"943",942,"Laboratory Assistant (Moleculair Analyst)","Dümmen Orange","De Lier","Meer dan 30 dagen geleden","2021-03-05","Beoordelen en interpreteren van data.
Naast de uitvoerende werkzaamheden op het lab is het ook jouw taak om de geproduceerde data om te zetten naar…","","https://nl.indeed.com/company/Rijnplant-by-D%C3%BCmmen-Orange/jobs/Laboratory-Assistant-56df0241119e09b8?fccid=30953c10a91dfe4a&vjs=3"
"944",943,"Product Manager - Website","Swapfiets","Amsterdam Zuid","Meer dan 30 dagen geleden","2021-03-05","You have robust stakeholder management skills and have solid data available to back your arguments.
We are looking for a curious, data-driven and detail…","€32 per uur","https://nl.indeed.com/rc/clk?jk=e9016b3dd5f8f42a&fccid=859ed97b2548a572&vjs=3"
"945",944,"Analytisch Chemisch Data Specialist","Science at Work","Roermond","22 dagen geleden","2021-03-05","2+ jaar werkervaring als chemisch analist.
Als Analytisch Chemisch Data Specialist ben je de schakel tussen QA en het laboratorium.","€2.400 - €3.200 per maand","https://nl.indeed.com/rc/clk?jk=f4c6f6d385d35b47&fccid=4035b7d57eb3da82&vjs=3"
"946",945,"senior level 3 cyber security analist","Politie","Odijk","4 dagen geleden","2021-03-05","Lees alles over o.a. data science, legaal hacken of cybersecurity en test je digitale skills in de Cybercrime challenge op it.kombijdepolitie.nl.","€4.503 - €6.350 per maand","https://nl.indeed.com/rc/clk?jk=3a1bf85459f95b8c&fccid=91f291af2278c534&vjs=3"
"947",946,"BI Specialist","Thales Group","Hengelo OV","Zojuist geplaatst","2021-03-05","Together with the data engineer and data manager, you investigate which data is required to build the dashboard and together you determine how much time it will…","","https://nl.indeed.com/rc/clk?jk=170525e32fa73641&fccid=b920aab5fd60595d&vjs=3"
"948",947,"Analyst - Intern","Hines","Amsterdam Centrum","Meer dan 30 dagen geleden","2021-03-05","Conduct local market data compilations and support the due diligence for real estate acquisitions and developments in the Netherlands.","","https://nl.indeed.com/rc/clk?jk=fc88b7e918ca5f84&fccid=6abd6f2f5cb93973&vjs=3"
"949",948,"Data analist | Zwolle","Teleperformance Benelux","Zwolle","13 dagen geleden","2021-03-05","Spotter, opgraver én duider van data-pareltjes.
Omdat je gelooft in de voorspellende kracht van data en dat geloof uitstraalt.
Liefst met een gouden randje.","","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CnUmFDJx9Oif53EHg4peBlrsbvJFgQ4TDd1rAdS1A9_LKioEsQjmuA348M7TUgEo3ikT7oY_eWjwrLNqLMEoZ0v_GbF4MQTT_F3w00BQ27RlozKR4emVcG4RvjH1bukq3CnAQDDKkP99gN8diCCwh45Z219xwc18c-wYt60jdhbMQx5yzkDYWt-tDaRiOUgRbWM6ed80s4MnnxPN__QGVrZjc_PKJ7vNmByxgxiJh-r5g8iufRyNqJ9zwJXcYOjQny0rvrXPCBVG2_TSj6Gm-EHJRBpXM2h2dcLi7SMSeOZGwbUOzLpV2bfzWuRntFBt3OvefG7kXsyd2-eJFEndDvvT50A_VDBUkzCctsPmGimP49mGfwRjimVJxqwIycPqEx8T-_KIxwnnu4xUU0OiZHK9YKa0CMcgE6TIbwos83VWMS06LG3zGfkpDa2CjMr9xEg_VU3SK3zhZhxe_sciN4mFQQDcgJSDi_blYPaktXug2f9xIugweg0ckEFApGRNeouVPykwTzdGpELJnjgFSZ1yysxpqjiz0wJzilLWI7sn_rzIazXxCzsIdwfkt4NmZRaR8WDpFu2KxeRf3TkXvE8RpjHk7llYVk2nmNbmiKO1Jvj8VlFOYuEjlN7-8zURO8OD-6sJBoxBldVfL4BHi_WlgF6bucNFlZSwkkgGIsejIvRh-hIgaRqSWobP_ZS1Z22bOzuc3XE2bF2-RW_8yXKW7KNdGuXn4oL54cxOmcKA==&p=10&fvj=0&vjs=3"
"950",949,"Data Analyst Credit Risk & SQL","Varrlyn","Amsterdam-Zuidoost","Meer dan 30 dagen geleden","2021-03-05","You’ll develop the principles for creating data sets that meet the latest internal and regulatory requirements for data quality.
A thorough mastery of SQL.","","https://nl.indeed.com/rc/clk?jk=c331f3ad86c57334&fccid=b4f1a6978b3a715c&vjs=3"
"951",950,"Java Developer","PANCOMPANY","Den Bosch","Meer dan 30 dagen geleden","2021-03-05","Minimaal 5 jaar ervaring als business / informatie analist.
Als Analist ben je namens PanCompany werkzaam in vernieuwende Agile projecten bij onze TOP 200…","","https://nl.indeed.com/rc/clk?jk=82b41a1d1334a9f3&fccid=12f665b82b6cbc91&vjs=3"
"952",951,"Manager Business Intelligence & Sourcing Analytics","ASML","Veldhoven","13 dagen geleden","2021-03-05","You will manage and coach a team of product owners data analytics and sourcing analysts.
You are able to translate data intelligence models into business value…","","https://nl.indeed.com/rc/clk?jk=b01d9684d6e9296c&fccid=57ed5f0210b0681a&vjs=3"
"953",952,"Data Engineer AWS","Cognizant","Utrecht","Meer dan 30 dagen geleden","2021-03-05","You will Ingest and integrate data from a large number of disparate data sources.
You will work closely with analysts, data scientists and technology partners…","","https://nl.indeed.com/rc/clk?jk=11f3f4ce844cee6f&fccid=2df6a1e69a70a1e7&vjs=3"
"954",953,"M&A Analyst Poland","Total Specific Solutions","Nieuwegein","26 dagen geleden","2021-03-05","Internal team reporting and data processing in CRM systems.
We are looking for an M&A analyst to further accelerate acquisitive growth in Poland and the CEE.","","https://nl.indeed.com/rc/clk?jk=19f1ec35171257df&fccid=f01505c22984c6f3&vjs=3"
"955",954,"Product Manager - Website","Swapfiets","Amsterdam Zuid","Meer dan 30 dagen geleden","2021-03-05","You have robust stakeholder management skills and have solid data available to back your arguments.
We are looking for a curious, data-driven and detail…","€32 per uur","https://nl.indeed.com/rc/clk?jk=e9016b3dd5f8f42a&fccid=859ed97b2548a572&vjs=3"
"956",955,"Technician Process Development","Kiadis Pharma","Amsterdam-Zuidoost","Meer dan 30 dagen geleden","2021-03-05","Manage, process and prepare experimental data for reporting/trending.
We are a group of experienced professionals – cell therapy experts, biologists, engineers,…","","https://nl.indeed.com/rc/clk?jk=6f0d3be2f9382811&fccid=11b20d7f7bee7aa9&vjs=3"
"957",956,"Technisch medewerker – Sloten","Mastermate","Zoetermeer","Meer dan 30 dagen geleden","2021-03-05","Wij denken groots op kleine schaal!
In deze functie telt namelijk iedere mm.
Vele sleutels en cilinders wachten op jouw kennis en kunde.","","https://nl.indeed.com/rc/clk?jk=e6aebcb257898ec5&fccid=95334d98297fb9e0&vjs=3"
"958",957,"Revenue Operations Analyst","inSided","Amsterdam Centrum","18 dagen geleden","2021-03-05","Collaborate with sales and customer success users to verify data inputs and troubleshoot process errors.
Ensuring each team member is focusing on the right data…","","https://nl.indeed.com/rc/clk?jk=fc7ecc5ecb5db59c&fccid=89dd85716ce01547&vjs=3"
"959",958,"Manager Manufacturing Analytics","Vistaprint","Venlo","2 dagen geleden","2021-03-05","Demonstrated proficiency in the operational analytics and data best practices.
Advanced knowledge of data manipulation and visualizations tools such as…","","https://nl.indeed.com/rc/clk?jk=0372c0133793d26f&fccid=3755b60c862441f9&vjs=3"
"960",959,"Business Intelligence Analyst","UPS Netherlands","Eindhoven","Meer dan 30 dagen geleden","2021-03-05","The role of “Business Intelligence Analyst” is to help in decision-making and solve business problems by converting data into information, selecting relevant…","","https://nl.indeed.com/rc/clk?jk=5b43e5433dbf18bf&fccid=fcf465e707df52fb&vjs=3"
"961",960,"Data Analyst","USP Marketing Consultancy","Rotterdam","Meer dan 30 dagen geleden","2021-03-05","DATA - RESEARCH ANALYST | Rotterdam | 40 uur per week | €2222 - € 3478.
USP zoekt GEEN schaap met 5 poten!
Wat verwachten we van jou?.","€2.222 per maand","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CraaXEUtviYOfTEBZGldda6AP5YAjOpzXzny0t_gVC2_AYC7pOp1UwSjICQtGzsdZDk2mSGThGeHPGAhAGH6rI5V-1mAtFqyrk6pWtIlU2ZYeAGWktAv8hczYtnn3HlMfFH-ccRadjlli9zqCljB0FsiyfrnJdc5fvJXdkXRozuPWe1rhtkY2ak1Kq2knHKMgN3KzgJK2kVNqe-vr_ItEtvF12UvHhmtKLriDdGlIW1YrIS73SGrlY_OryaRZK9tBeBiYb5a0CXZfVzKEHItGsDeR9VfzVKR_0BuTGaxgElHReaNds1zR0taHErRcKi2qagP2oVXF4waGwh5Y2SeZQNdZlzaIPBBdJLWRAXzARpqVDBQsWXeCB7TU8vk56tXYyI-lMQGwJDIbV1F9lD5i7kkxPmNCZijcuPG_kx7RrapExaH_78HtcJmPM1KiU2gvcX3rdk0q1PA==&p=7&fvj=1&vjs=3"
"962",961,"Logistiek analist","ViaRon","Ermelo","1 dag geleden","2021-03-05","Je kunt overweg met grote hoeveelheden data en bent in staat om complexe data-analyses uit te voeren.
Als Supply Chain Analist overzie en analyseer je de…","","https://nl.indeed.com/rc/clk?jk=e4a55705ca748399&fccid=d9f8c96f748e0a86&vjs=3"
"963",962,"Pricing & Valuation Specialist","NN Insurance Belgium","Den Haag","Meer dan 30 dagen geleden","2021-03-05","You contribute to the future of NN by optimizing the use of market data to realize cost efficient valuation processes.
At NN we love innovation.","","https://nl.indeed.com/rc/clk?jk=5a773c5c78b2bb6c&fccid=24ec997c502b2e1a&vjs=3"
